,基金代码,拼音缩写,基金简称,基金类型,拼音全称
10599,100032,FGZZHLZSZQA,富国中证红利指数增强A,股票指数,FUGUOZHONGZHENGHONGLIZHISHUZENGQIANGA
10600,100033,FGZZHLZSZQA,富国中证红利指数增强A(后端),股票指数,FUGUOZHONGZHENGHONGLIZHISHUZENGQIANGA
10601,100035,FGYHZQZQAB,富国优化增强债券A/B,债券型,FUGUOYOUHUAZENGQIANGZHAIQUANAB
10602,100036,FGYHZQZQAB,富国优化增强债券A/B(后端),债券型,FUGUOYOUHUAZENGQIANGZHAIQUANAB
10603,100037,FGYHZQZQC,富国优化增强债券C,债券型,FUGUOYOUHUAZENGQIANGZHAIQUANC
10604,100038,FGHS300ZSZQ,富国沪深300指数增强,股票指数,FUGUOHUSHEN300ZHISHUZENGQIANG
10605,100039,FGTZTSZTLDHH,富国通胀通缩主题轮动混合,混合型,FUGUOTONGZHANGTONGSUOZHUTILUNDONGHUNHE
10606,100050,FGQQZQQDII,富国全球债券(QDII),QDII,FUGUOQUANQIUZHAIQUANQDII
10607,100051,FGKZZA,富国可转债A,债券型,FUGUOKEZHUANZHAIA
10608,100052,FGKZZA,富国可转债A(后端),债券型,FUGUOKEZHUANZHAIA
10609,100053,FGSZZSETFLJ,富国上证指数ETF联接,联接基金,FUGUOSHANGZHENGZHISHUETFLIANJIE
10610,100055,FGQQKJHLWQDII,富国全球科技互联网(QDII),QDII,FUGUOQUANQIUKEJIHULIANWANGQDII
10611,100056,FGDTHBHH,富国低碳环保混合,混合型,FUGUODITANHUANBAOHUNHE
10612,100058,FGCYZQA,富国产业债券A,债券型,FUGUOCHANYEZHAIQUANA
10613,100059,FGCYZQA,富国产业债券A(后端),债券型,FUGUOCHANYEZHAIQUANA
10614,100060,FGGXJSCYHH,富国高新技术产业混合,混合型,FUGUOGAOXINJISHUCHANYEHUNHE
10615,100061,FGZGZXPHHQDIIRMB,富国中国中小盘混合(QDII)人民币,QDII,FUGUOZHONGGUOZHONGXIAOPANHUNHEQDIIRENMINBI
10616,100066,FGCZZQFQAB,富国纯债债券发起A/B,债券型,FUGUOCHUNZHAIZHAIQUANFAQIAB
10617,100067,FGCZZQFQAB,富国纯债债券发起A/B(后端),债券型,FUGUOCHUNZHAIZHAIQUANFAQIAB
10618,100068,FGCZZQFQC,富国纯债债券发起C,债券型,FUGUOCHUNZHAIZHAIQUANFAQIC
10619,100072,FGQHBDKZAB,富国强回报定开债A/B,定开债券,FUGUOQIANGHUIBAODINGKAIZHAIAB
10620,100073,FGQHBDKZC,富国强回报定开债C,定开债券,FUGUOQIANGHUIBAODINGKAIZHAIC
10621,110001,YFDPWZZHH,易方达平稳增长混合,混合型,YIFANGDAPINGWENZENGZHANGHUNHE
10622,110002,YFDCLCZHH,易方达策略成长混合,混合型,YIFANGDACELUECHENGZHANGHUNHE
10623,110003,YFDSZ50ZQA,易方达上证50增强A,股票指数,YIFANGDASHANGZHENG50ZENGQIANGA
10624,110005,YFDJJCZHH,易方达积极成长混合,混合型,YIFANGDAJIJICHENGZHANGHUNHE
10625,110006,YFDHBA,易方达货币A,货币型,YIFANGDAHUOBIA
10626,110007,YFDWJSYZQA,易方达稳健收益债券A,债券型,YIFANGDAWENJIANSHOUYIZHAIQUANA
10627,110008,YFDWJSYZQB,易方达稳健收益债券B,债券型,YIFANGDAWENJIANSHOUYIZHAIQUANB
10628,110009,YFDJZJXHH,易方达价值精选混合,混合型,YIFANGDAJIAZHIJINGXUANHUNHE
10629,110010,YFDJZCZHH,易方达价值成长混合,混合型,YIFANGDAJIAZHICHENGZHANGHUNHE
10630,110011,YFDZXPHH,易方达中小盘混合,混合型,YIFANGDAZHONGXIAOPANHUNHE
10631,110012,YFDKHLHPZHH,易方达科汇灵活配置混合,混合型,YIFANGDAKEHUILINGHUOPEIZHIHUNHE
10632,110013,YFDKXHH,易方达科翔混合,混合型,YIFANGDAKEXIANGHUNHE
10633,110015,YFDHYLXHH,易方达行业领先混合,混合型,YIFANGDAHANGYELINGXIANHUNHE
10634,110016,YFDHBB,易方达货币B,货币型,YIFANGDAHUOBIB
10635,110017,YFDZQHBZQA,易方达增强回报债券A,债券型,YIFANGDAZENGQIANGHUIBAOZHAIQUANA
10636,110018,YFDZQHBZQB,易方达增强回报债券B,债券型,YIFANGDAZENGQIANGHUIBAOZHAIQUANB
10637,110019,YFDSZ100ETFLJA,易方达深证100ETF联接A,联接基金,YIFANGDASHENZHENG100ETFLIANJIEA
10638,110020,YFDHS300ETFLJA,易方达沪深300ETF联接A,联接基金,YIFANGDAHUSHEN300ETFLIANJIEA
10639,110021,YFDSZZPETFLJA,易方达上证中盘ETF联接A,联接基金,YIFANGDASHANGZHENGZHONGPANETFLIANJIEA
10640,110022,YFDXFHYGP,易方达消费行业股票,股票型,YIFANGDAXIAOFEIHANGYEGUPIAO
10641,110023,YFDYLBJHYHH,易方达医疗保健行业混合,混合型,YIFANGDAYILIAOBAOJIANHANGYEHUNHE
10642,110025,YFDZYHYHH,易方达资源行业混合,混合型,YIFANGDAZIYUANHANGYEHUNHE
10643,110026,YFDCYBETFLJA,易方达创业板ETF联接A,联接基金,YIFANGDACHUANGYEBANETFLIANJIEA
10644,110027,YFDAXHBZQA,易方达安心回报债券A,债券型,YIFANGDAANXINHUIBAOZHAIQUANA
10645,110028,YFDAXHBZQB,易方达安心回报债券B,债券型,YIFANGDAANXINHUIBAOZHAIQUANB
10646,110029,YFDKXHH,易方达科讯混合,混合型,YIFANGDAKEXUNHUNHE
10647,110030,YFDHS300LHZQ,易方达沪深300量化增强,股票指数,YIFANGDAHUSHEN300LIANGHUAZENGQIANG
10648,110031,YFDHSGQETFLJA,易方达恒生国企ETF联接A,QDII-指数,YIFANGDAHENGSHENGGUOQIETFLIANJIEA
10649,110032,YFDHSGQETFLJXHA,易方达恒生国企ETF联接现汇A,QDII-指数,YIFANGDAHENGSHENGGUOQIETFLIANJIEXIANHUIA
10650,110033,YFDHSGQETFLJXCA,易方达恒生国企ETF联接现钞A,QDII-指数,YIFANGDAHENGSHENGGUOQIETFLIANJIEXIANCHAOA
10651,110035,YFDSZZQZQA,易方达双债增强债券A,债券型,YIFANGDASHUANGZHAIZENGQIANGZHAIQUANA
10652,110036,YFDSZZQZQC,易方达双债增强债券C,债券型,YIFANGDASHUANGZHAIZENGQIANGZHAIQUANC
10653,110037,YFDCZZQA,易方达纯债债券A,债券型,YIFANGDACHUNZHAIZHAIQUANA
10654,110038,YFDCZZQC,易方达纯债债券C,债券型,YIFANGDACHUNZHAIZHAIQUANC
10655,110050,YFDAHZDZC,易方达安和中短债C,债券型,YIFANGDAANHEZHONGDUANZHAIC
10656,110051,YFDAHZDZA,易方达安和中短债A,债券型,YIFANGDAANHEZHONGDUANZHAIA
10657,110052,YFDAYZDZZQC,易方达安源中短债债券C,债券型,YIFANGDAANYUANZHONGDUANZHAIZHAIQUANC
10658,110053,YFDAYZDZZQA,易方达安源中短债债券A,债券型,YIFANGDAANYUANZHONGDUANZHAIZHAIQUANA
10659,112002,YFDCLCZEHHH,易方达策略成长二号混合,混合型,YIFANGDACELUECHENGZHANGERHAOHUNHE
10660,118001,YFDYZJXGP,易方达亚洲精选股票,QDII,YIFANGDAYAZHOUJINGXUANGUPIAO
10661,118002,YFDBPXFPZSA,易方达标普消费品指数A,QDII-指数,YIFANGDABIAOPUXIAOFEIPINZHISHUA
10662,121001,GTRYRHZQ,国投瑞银融华债券,混合型,GUOTOURUIYINRONGHUAZHAIQUAN
10663,121002,GTRYJQHYHH,国投瑞银景气行业混合,混合型,GUOTOURUIYINJINGQIHANGYEHUNHE
10664,121003,GTRYHXQYHH,国投瑞银核心企业混合,混合型,GUOTOURUIYINHEXINQIYEHUNHE
10665,121005,GTRYCXDLHH,国投瑞银创新动力混合,混合型,GUOTOURUIYINCHUANGXINDONGLIHUNHE
10666,121006,GTRYWJZZHH,国投瑞银稳健增长混合,混合型,GUOTOURUIYINWENJIANZENGZHANGHUNHE
10667,121008,GTRYCZYXHH,国投瑞银成长优选混合,混合型,GUOTOURUIYINCHENGZHANGYOUXUANHUNHE
10668,121009,GTRYWDZLZQ,国投瑞银稳定增利债券,债券型,GUOTOURUIYINWENDINGZENGLIZHAIQUAN
10669,121010,GTRYRYLHPZHH,国投瑞银瑞源灵活配置混合,混合型,GUOTOURUIYINRUIYUANLINGHUOPEIZHIHUNHE
10670,121011,GTRYHBA,国投瑞银货币A,货币型,GUOTOURUIYINHUOBIA
10671,121012,GTRYYHZQZQAB,国投瑞银优化增强债券A/B,债券型,GUOTOURUIYINYOUHUAZENGQIANGZHAIQUANAB
10672,128001,GTRYRHZQ,国投瑞银融华债券(后端),混合型,GUOTOURUIYINRONGHUAZHAIQUAN
10673,128002,GTRYJQHYHH,国投瑞银景气行业混合(后端),混合型,GUOTOURUIYINJINGQIHANGYEHUNHE
10674,128005,GTRYCXDLHH,国投瑞银创新动力混合(后端),混合型,GUOTOURUIYINCHUANGXINDONGLIHUNHE
10675,128006,GTRYWJZZHH,国投瑞银稳健增长混合(后端),混合型,GUOTOURUIYINWENJIANZENGZHANGHUNHE
10676,128008,GTRYCZYXHH,国投瑞银成长优选混合(后端),混合型,GUOTOURUIYINCHENGZHANGYOUXUANHUNHE
10677,128011,GTRYHBB,国投瑞银货币B,货币型,GUOTOURUIYINHUOBIB
10678,128012,GTRYYHZQZQAB,国投瑞银优化增强债券A/B(后端),债券型,GUOTOURUIYINYOUHUAZENGQIANGZHAIQUANAB
10679,128112,GTRYYHZQZQC,国投瑞银优化增强债券C,债券型,GUOTOURUIYINYOUHUAZENGQIANGZHAIQUANC
10680,150005,YHYFHBA,银河银富货币A,货币型,YINHEYINFUHUOBIA
10681,150015,YHYFHBB,银河银富货币B,货币型,YINHEYINFUHUOBIB
10682,150103,YHYTHH,银河银泰混合,混合型,YINHEYINTAIHUNHE
10683,150968,YHYJJXHH,银河研究精选混合,混合型,YINHEYANJIUJINGXUANHUNHE
10684,150988,YHQBHBA,银河钱包货币A,货币型,YINHEQIANBAOHUOBIA
10685,150998,YHQBHBB,银河钱包货币B,货币型,YINHEQIANBAOHUOBIB
10686,151001,YHWJHH,银河稳健混合,混合型,YINHEWENJIANHUNHE
10687,151002,YHSYHH,银河收益混合,债券型,YINHESHOUYIHUNHE
10688,159001,YFDBZJHBA,易方达保证金货币A,货币型,YIFANGDABAOZHENGJINHUOBIA
10689,159002,YFDBZJHBB,易方达保证金货币B,货币型,YIFANGDABAOZHENGJINHUOBIB
10690,159003,ZSBZJKXA,招商保证金快线A,货币型,ZHAOSHANGBAOZHENGJINKUAIXIANA
10691,159004,ZSBZJKXB,招商保证金快线B,货币型,ZHAOSHANGBAOZHENGJINKUAIXIANB
10692,159005,HTFSYKQHBA,汇添富收益快钱货币A,货币型,HUITIANFUSHOUYIKUAIQIANHUOBIA
10693,159006,HTFSYKQHBB,汇添富收益快钱货币B,货币型,HUITIANFUSHOUYIKUAIQIANHUOBIB
10694,159702,HTFZZRGZNZTETF,汇添富中证人工智能主题ETF,ETF-场内,HUITIANFUZHONGZHENGRENGONGZHINENGZHUTIETF
10695,159703,THZZXCLZTETF,天弘中证新材料主题ETF,ETF-场内,TIANHONGZHONGZHENGXINCAILIAOZHUTIETF
10696,159708,XBLDSZHLETF,西部利得深证红利ETF,ETF-场内,XIBULIDESHENZHENGHONGLIETF
10697,159709,GYRXSZWLW50ETF,工银瑞信深证物联网50ETF,ETF-场内,GONGYINRUIXINSHENZHENGWULIANWANG50ETF
10698,159710,JXZZZNDDQCETF,建信中证智能电动汽车ETF,ETF-场内,JIANXINZHONGZHENGZHINENGDIANDONGQICHEETF
10699,159716,HBSC100ETF,华宝深创100ETF,ETF-场内,HUABAOSHENCHUANG100ETF
10700,159720,TKZZZNDDQCETF,泰康中证智能电动汽车ETF,ETF-场内,TAIKANGZHONGZHENGZHINENGDIANDONGQICHEETF
10701,159721,YYSZCX100ETF,永赢深证创新100ETF,ETF-场内,YONGYINGSHENZHENGCHUANGXIN100ETF
10702,159725,GYRXZZXSXFETF,工银瑞信中证线上消费ETF,ETF-场内,GONGYINRUIXINZHONGZHENGXIANSHANGXIAOFEIETF
10703,159729,HTFZZHGSHLWETF,汇添富中证沪港深互联网ETF,ETF-场内,HUITIANFUZHONGZHENGHUGANGSHENHULIANWANGETF
10704,159735,YHZZGGTXFZTETF,银华中证港股通消费主题ETF,ETF-场内,YINHUAZHONGZHENGGANGGUTONGXIAOFEIZHUTIETF
10705,159740,DCHSKJETFQDII,大成恒生科技ETF(QDII),QDII-ETF,DACHENGHENGSHENGKEJIETFQDII
10706,159741,JSHSKJETFQDII,嘉实恒生科技ETF(QDII),QDII-ETF,JIASHIHENGSHENGKEJIETFQDII
10707,159742,BSHSKJETFQDII,博时恒生科技ETF(QDII),QDII-ETF,BOSHIHENGSHENGKEJIETFQDII
10708,159745,GTZZQZJZCLETF,国泰中证全指建筑材料ETF,ETF-场内,GUOTAIZHONGZHENGQUANZHIJIANZHUCAILIAOETF
10709,159747,NFZZXGKJETFQDII,南方中证香港科技ETF(QDII),QDII-ETF,NANFANGZHONGZHENGXIANGGANGKEJIETFQDII
10710,159752,SWLXZZNDXNYZTETF,申万菱信中证内地新能源主题ETF,ETF-场内,SHENWANLINGXINZHONGZHENGNEIDIXINNENGYUANZHUTIETF
10711,159755,GFGZXNYCDCETF,广发国证新能源车电池ETF,ETF-场内,GUANGFAGUOZHENGXINNENGYUANCHEDIANCHIETF
10712,159757,JSCCGZXNYCDCETF,景顺长城国证新能源车电池ETF,ETF-场内,JINGSHUNCHANGCHENGGUOZHENGXINNENGYUANCHEDIANCHIETF
10713,159766,FGZZLYZTETF,富国中证旅游主题ETF,ETF-场内,FUGUOZHONGZHENGLVYOUZHUTIETF
10714,159780,NFZZKCCY50ETF,南方中证科创创业50ETF,ETF-场内,NANFANGZHONGZHENGKECHUANGCHUANGYE50ETF
10715,159781,YFDZZKCCY50ETF,易方达中证科创创业50ETF,ETF-场内,YIFANGDAZHONGZHENGKECHUANGCHUANGYE50ETF
10716,159782,YHZZKCCY50ETF,银华中证科创创业50ETF,ETF-场内,YINHUAZHONGZHENGKECHUANGCHUANGYE50ETF
10717,159783,HXZZKCCY50ETF,华夏中证科创创业50ETF,ETF-场内,HUAXIAZHONGZHENGKECHUANGCHUANGYE50ETF
10718,159801,GFGZBDTXPETF,广发国证半导体芯片ETF,ETF-场内,GUANGFAGUOZHENGBANDAOTIXINPIANETF
10719,159803,YFDZZZJXDNETFQDII,易方达中证浙江新动能ETF(QDII),QDII-ETF,YIFANGDAZHONGZHENGZHEJIANGXINDONGNENGETFQDII
10720,159804,GSABCJX88ETF,国寿安保创精选88ETF,ETF-场内,GUOSHOUANBAOCHUANGJINGXUAN88ETF
10721,159805,PHZZCMETF,鹏华中证传媒ETF,ETF-场内,PENGHUAZHONGZHENGCHUANMEIETF
10722,159806,GTZZXNYQCETF,国泰中证新能源汽车ETF,ETF-场内,GUOTAIZHONGZHENGXINNENGYUANQICHEETF
10723,159807,YFDZZKJ50ETF,易方达中证科技50ETF,ETF-场内,YIFANGDAZHONGZHENGKEJI50ETF
10724,159808,RTCYBETF,融通创业板ETF,ETF-场内,RONGTONGCHUANGYEBANETF
10725,159809,BSDWQETF,博时大湾区ETF,ETF-场内,BOSHIDAWANQUETF
10726,159810,PYASCYBETF,浦银安盛创业板ETF,ETF-场内,PUYINANSHENGCHUANGYEBANETF
10727,159811,BSZZ5GCY50ETF,博时中证5G产业50ETF,ETF-场内,BOSHIZHONGZHENG5GCHANYE50ETF
10728,159812,QHKYHJETF,前海开源黄金ETF,ETF-场内,QIANHAIKAIYUANHUANGJINETF
10729,159813,PHGZBDTXPETF,鹏华国证半导体芯片ETF,ETF-场内,PENGHUAGUOZHENGBANDAOTIXINPIANETF
10730,159814,XBLDCYBDPETF,西部利得创业板大盘ETF,ETF-场内,XIBULIDECHUANGYEBANDAPANETF
10731,159815,ZSZZZJ100ETF,招商中证浙江100ETF,ETF-场内,ZHAOSHANGZHONGZHENGZHEJIANG100ETF
10732,159816,PH04NDFZFZETF,鹏华0-4年地方政府债ETF,ETF-场内,PENGHUA04NIANDIFANGZHENGFUZHAIETF
10733,159819,YFDZZRGZNZTETF,易方达中证人工智能主题ETF,ETF-场内,YIFANGDAZHONGZHENGRENGONGZHINENGZHUTIETF
10734,159820,THZZ500ETF,天弘中证500ETF,ETF-场内,TIANHONGZHONGZHENG500ETF
10735,159821,ZYZQCYBETF,中银证券创业板ETF,ETF-场内,ZHONGYINZHENGQUANCHUANGYEBANETF
10736,159822,YHGYNFDYBPZGXJJETFQDII,银华工银南方东英标普中国新经济ETF(QDII),QDII-ETF,YINHUAGONGYINNANFANGDONGYINGBIAOPUZHONGGUOXINJINGJIETFQDII
10737,159823,JSHSZGQYETFQDII,嘉实恒生中国企业ETF(QDII),QDII-ETF,JIASHIHENGSHENGZHONGGUOQIYEETFQDII
10738,159824,BSXNYQCETF,博时新能源汽车ETF,ETF-场内,BOSHIXINNENGYUANQICHEETF
10739,159825,FGZZNYZTETF,富国中证农业主题ETF,ETF-场内,FUGUOZHONGZHENGNONGYEZHUTIETF
10740,159827,YHZZNYZTETF,银华中证农业主题ETF,ETF-场内,YINHUAZHONGZHENGNONGYEZHUTIETF
10741,159828,GTZZYLETF,国泰中证医疗ETF,ETF-场内,GUOTAIZHONGZHENGYILIAOETF
10742,159830,THSHJETF,天弘上海金ETF,ETF-场内,TIANHONGSHANGHAIJINETF
10743,159835,JXZZCXYCYETF,建信中证创新药产业ETF,ETF-场内,JIANXINZHONGZHENGCHUANGXINYAOCHANYEETF
10744,159836,THCYB300ETF,天弘创业板300ETF,ETF-场内,TIANHONGCHUANGYEBAN300ETF
10745,159837,YFDZZSWKJZTETF,易方达中证生物科技主题ETF,ETF-场内,YIFANGDAZHONGZHENGSHENGWUKEJIZHUTIETF
10746,159838,BSYY50ETF,博时医药50ETF,ETF-场内,BOSHIYIYAO50ETF
10747,159839,HTFGZSWYYETF,汇添富国证生物医药ETF,ETF-场内,HUITIANFUGUOZHENGSHENGWUYIYAOETF
10748,159841,THZZQZZQGSETF,天弘中证全指证券公司ETF,ETF-场内,TIANHONGZHONGZHENGQUANZHIZHENGQUANGONGSIETF
10749,159842,YHZZQZZQGSETF,银华中证全指证券公司ETF,ETF-场内,YINHUAZHONGZHENGQUANZHIZHENGQUANGONGSIETF
10750,159843,ZSGZSPYLETF,招商国证食品饮料ETF,ETF-场内,ZHAOSHANGGUOZHENGSHIPINYINLIAOETF
10751,159845,HXZZ1000ETF,华夏中证1000ETF,ETF-场内,HUAXIAZHONGZHENG1000ETF
10752,159846,JXZZ1000ETF,建信中证1000ETF,ETF-场内,JIANXINZHONGZHENG1000ETF
10753,159847,YFDZZYLETF,易方达中证医疗ETF,ETF-场内,YIFANGDAZHONGZHENGYILIAOETF
10754,159848,GLAZZQZZQGSETF,国联安中证全指证券公司ETF,ETF-场内,GUOLIANANZHONGZHENGQUANZHIZHENGQUANGONGSIETF
10755,159849,ZSZZSWKJZTETF,招商中证生物科技主题ETF,ETF-场内,ZHAOSHANGZHONGZHENGSHENGWUKEJIZHUTIETF
10756,159850,HXHSZGQYETFQDII,华夏恒生中国企业ETF(QDII),QDII-ETF,HUAXIAHENGSHENGZHONGGUOQIYEETFQDII
10757,159851,HBZZJRKJZTETF,华宝中证金融科技主题ETF,ETF-场内,HUABAOZHONGZHENGJINRONGKEJIZHUTIETF
10758,159852,JSZZRJFWETF,嘉实中证软件服务ETF,ETF-场内,JIASHIZHONGZHENGRUANJIANFUWUETF
10759,159853,NFZZKJ100ETF,南方中证科技100ETF,ETF-场内,NANFANGZHONGZHENGKEJI100ETF
10760,159855,YHZZYSZTETF,银华中证影视主题ETF,ETF-场内,YINHUAZHONGZHENGYINGSHIZHUTIETF
10761,159856,GYRXZZHGSHLWETF,工银瑞信中证沪港深互联网ETF,ETF-场内,GONGYINRUIXINZHONGZHENGHUGANGSHENHULIANWANGETF
10762,159857,THZZGFCYETF,天弘中证光伏产业ETF,ETF-场内,TIANHONGZHONGZHENGGUANGFUCHANYEETF
10763,159858,NFZZCXYCYETF,南方中证创新药产业ETF,ETF-场内,NANFANGZHONGZHENGCHUANGXINYAOCHANYEETF
10764,159859,THGZSWYYETF,天弘国证生物医药ETF,ETF-场内,TIANHONGGUOZHENGSHENGWUYIYAOETF
10765,159861,GTZZHBCY50ETF,国泰中证环保产业50ETF,ETF-场内,GUOTAIZHONGZHENGHUANBAOCHANYE50ETF
10766,159863,PHZZGFCYETF,鹏华中证光伏产业ETF,ETF-场内,PENGHUAZHONGZHENGGUANGFUCHANYEETF
10767,159865,GTZZXMYZETF,国泰中证畜牧养殖ETF,ETF-场内,GUOTAIZHONGZHENGXUMUYANGZHIETF
10768,159866,GYRXDHRJ225ETFQDII,工银瑞信大和日经225ETF(QDII),QDII-ETF,GONGYINRUIXINDAHERIJING225ETFQDII
10769,159867,PHZZXMYZETF,鹏华中证畜牧养殖ETF,ETF-场内,PENGHUAZHONGZHENGXUMUYANGZHIETF
10770,159869,HXZZDMYXETF,华夏中证动漫游戏ETF,ETF-场内,HUAXIAZHONGZHENGDONGMANYOUXIETF
10771,159870,PHZZXFHGCYETF,鹏华中证细分化工产业ETF,ETF-场内,PENGHUAZHONGZHENGXIFENHUAGONGCHANYEETF
10772,159871,YHZZYSJSETF,银华中证有色金属ETF,ETF-场内,YINHUAZHONGZHENGYOUSEJINSHUETF
10773,159872,PHZZCLWZTETF,鹏华中证车联网主题ETF,ETF-场内,PENGHUAZHONGZHENGCHELIANWANGZHUTIETF
10774,159873,THZZQZYLBJSBYFWETF,天弘中证全指医疗保健设备与服务ETF,ETF-场内,TIANHONGZHONGZHENGQUANZHIYILIAOBAOJIANSHEBEIYUFUWUETF
10775,159876,HBYSJSETF,华宝有色金属ETF,ETF-场内,HUABAOYOUSEJINSHUETF
10776,159880,PHGZYSJSHYETF,鹏华国证有色金属行业ETF,ETF-场内,PENGHUAGUOZHENGYOUSEJINSHUHANGYEETF
10777,159881,GTZZYSJSETF,国泰中证有色金属ETF,ETF-场内,GUOTAIZHONGZHENGYOUSEJINSHUETF
10778,159883,YYZZQZYLQXETF,永赢中证全指医疗器械ETF,ETF-场内,YONGYINGZHONGZHENGQUANZHIYILIAOQIXIEETF
10779,159885,PHZZNDDTJJZTETF,鹏华中证内地低碳经济主题ETF,ETF-场内,PENGHUAZHONGZHENGNEIDIDITANJINGJIZHUTIETF
10780,159886,FGXFJXSBCYZTETF,富国细分机械设备产业主题ETF,ETF-场内,FUGUOXIFENJIXIESHEBEICHANYEZHUTIETF
10781,159887,FGZZ800YHETF,富国中证800银行ETF,ETF-场内,FUGUOZHONGZHENG800YINHANGETF
10782,159888,HXZZZNQCZTETF,华夏中证智能汽车主题ETF,ETF-场内,HUAXIAZHONGZHENGZHINENGQICHEZHUTIETF
10783,159890,ZSZZYJSETF,招商中证云计算ETF,ETF-场内,ZHAOSHANGZHONGZHENGYUNJISUANETF
10784,159891,JXZZQZYLBJSBYFWETF,建信中证全指医疗保健设备与服务ETF,ETF-场内,JIANXINZHONGZHENGQUANZHIYILIAOBAOJIANSHEBEIYUFUWUETF
10785,159897,JXZZWLWZTETF,建信中证物联网主题ETF,ETF-场内,JIANXINZHONGZHENGWULIANWANGZHUTIETF
10786,159898,ZSZZQZYLQXETF,招商中证全指医疗器械ETF,ETF-场内,ZHAOSHANGZHONGZHENGQUANZHIYILIAOQIXIEETF
10787,159899,ZSZZQZRJETF,招商中证全指软件ETF,ETF-场内,ZHAOSHANGZHONGZHENGQUANZHIRUANJIANETF
10788,159901,YFDSZ100ETF,易方达深证100ETF,ETF-场内,YIFANGDASHENZHENG100ETF
10789,159902,HXZXQY100ETF,华夏中小企业100ETF,ETF-场内,HUAXIAZHONGXIAOQIYE100ETF
10790,159903,NFSZCFETF,南方深证成份ETF,ETF-场内,NANFANGSHENZHENGCHENGFENETF
10791,159905,GYSZHLETF,工银深证红利ETF,ETF-场内,GONGYINSHENZHENGHONGLIETF
10792,159906,DCSZCZ40ETF,大成深证成长40ETF,ETF-场内,DACHENGSHENZHENGCHENGZHANG40ETF
10793,159907,GFZXQY300ETF,广发中小企业300ETF,ETF-场内,GUANGFAZHONGXIAOQIYE300ETF
10794,159908,BSCYBETF,博时创业板ETF,ETF-场内,BOSHICHUANGYEBANETF
10795,159909,ZSSZTMT50ETF,招商深证TMT50ETF,ETF-场内,ZHAOSHANGSHENZHENGTMT50ETF
10796,159910,JSSZJBM120ETF,嘉实深证基本面120ETF,ETF-场内,JIASHISHENZHENGJIBENMIAN120ETF
10797,159912,HTFSZ300ETF,汇添富深证300ETF,ETF-场内,HUITIANFUSHENZHENG300ETF
10798,159913,JYSZ300JZETF,交银深证300价值ETF,ETF-场内,JIAOYINSHENZHENG300JIAZHIETF
10799,159915,YFDCYBETF,易方达创业板ETF,ETF-场内,YIFANGDACHUANGYEBANETF
10800,159916,SF60ETF,深F60ETF,ETF-场内,SHENF60ETF
10801,159918,JSZC400ETF,嘉实中创400ETF,ETF-场内,JIASHIZHONGCHUANG400ETF
10802,159919,JSHS300ETF,嘉实沪深300ETF,ETF-场内,JIASHIHUSHEN300ETF
10803,159920,HXHSETFQDII,华夏恒生ETF(QDII),QDII-ETF,HUAXIAHENGSHENGETFQDII
10804,159922,JSZZ500ETF,嘉实中证500ETF,ETF-场内,JIASHIZHONGZHENG500ETF
10805,159923,DCZZ100ETF,大成中证100ETF,ETF-场内,DACHENGZHONGZHENG100ETF
10806,159925,NFHS300ETF,南方沪深300ETF,ETF-场内,NANFANGHUSHEN300ETF
10807,159926,JSZZZQGZETF,嘉实中证中期国债ETF,ETF-场内,JIASHIZHONGZHENGZHONGQIGUOZHAIETF
10808,159928,HTFZZZYXFETF,汇添富中证主要消费ETF,ETF-场内,HUITIANFUZHONGZHENGZHUYAOXIAOFEIETF
10809,159929,HTFZZYYWSETF,汇添富中证医药卫生ETF,ETF-场内,HUITIANFUZHONGZHENGYIYAOWEISHENGETF
10810,159930,HTFZZNYETF,汇添富中证能源ETF,ETF-场内,HUITIANFUZHONGZHENGNENGYUANETF
10811,159931,HTFZZJRDCETF,汇添富中证金融地产ETF,ETF-场内,HUITIANFUZHONGZHENGJINRONGDICHANETF
10812,159932,DCZZ500SSETF,大成中证500深市ETF,ETF-场内,DACHENGZHONGZHENG500SHENSHIETF
10813,159933,GTRYJRDCETF,国投瑞银金融地产ETF,ETF-场内,GUOTOURUIYINJINRONGDICHANETF
10814,159934,YFDHJETF,易方达黄金ETF,ETF-场内,YIFANGDAHUANGJINETF
10815,159935,JSCCZZ500ETF,景顺长城中证500ETF,ETF-场内,JINGSHUNCHANGCHENGZHONGZHENG500ETF
10816,159936,GFZZQZKXXFETF,广发中证全指可选消费ETF,ETF-场内,GUANGFAZHONGZHENGQUANZHIKEXUANXIAOFEIETF
10817,159937,BSHJETF,博时黄金ETF,ETF-场内,BOSHIHUANGJINETF
10818,159938,GFZZQZYYWSETF,广发中证全指医药卫生ETF,ETF-场内,GUANGFAZHONGZHENGQUANZHIYIYAOWEISHENGETF
10819,159939,GFZZQZXXJSETF,广发中证全指信息技术ETF,ETF-场内,GUANGFAZHONGZHENGQUANZHIXINXIJISHUETF
10820,159940,GFZZQZJRDCETF,广发中证全指金融地产ETF,ETF-场内,GUANGFAZHONGZHENGQUANZHIJINRONGDICHANETF
10821,159941,GFNSDK100ETF,广发纳斯达克100ETF,QDII-ETF,GUANGFANASIDAKE100ETF
10822,159943,DCSZCFETF,大成深证成份ETF,ETF-场内,DACHENGSHENZHENGCHENGFENETF
